playerId,player,team,position,age,exp,bye,lower,upper,sdPts,dropoff,tier,ptSpread,overallECR,positionECR,sdRank,risk,sleeper,actualPoints,games,points,vor,vorLow,vorHigh,overallRank,positionRank,ptsGame,vorGame,vorGameLow,vorGameHigh,adp,auctionValue,adpDiff,cost,ppdollar
2558112,Brian Hill,ATL,RB,24,2,9,-2.244719611,48.9721235,19.6733974,3.711919997,12,51.21684311,243.7,80.6,19.8,7.271041298,NA,NA,16,35.71148585,-81.38096018,-83.96396163,-87.89371349,384,91,2.231967866,-5.199443515,-5.247747602,-6.019728629,NA,NA,NA,1,35.71148585
2495234,Luke Stocker,ATL,TE,31,8,9,0,22.77075267,9.646026719,0.631136542,10,22.77075267,408.2,73.6,10,4.96698715,NA,NA,16,14.25614054,-81.75751065,-81.898,-93.10359231,385,84,0.891008784,-5.109844416,-5.118625,-5.81897452,NA,NA,NA,1,14.25614054
2562406,Bryce Love,WAS,RB,49,0,10,0,71.81096285,40.04661523,6.166773661,12,71.81096285,315,98.9,15.8,6.100839258,NA,NA,16,34.88560458,-82.20684145,-81.71924202,-65.05487414,387,92,2.180350286,-5.251061095,-5.107452626,-4.592301169,NA,NA,NA,1,34.88560458
2560866,Dalton Schultz,DAL,TE,23,1,8,7.607106529,21.1896,7.942549529,0.462253118,10,13.58249347,400,74.2,4.3,3.195136905,NA,NA,16,13.67935943,-82.33429176,-74.29089347,-94.68474498,388,86,0.854959964,-5.145893235,-4.643180842,-5.917796561,NA,NA,NA,1,13.67935943
2550521,Xavier Grimble,PIT,TE,27,5,7,0,22.21696551,8.50192747,0.939823027,10,22.21696551,395.2,64.8,10.2,5.029157334,NA,NA,16,13.57064856,-82.44300262,-81.898,-93.65737947,390,87,0.848165535,-5.152687664,-5.118625,-5.853586217,NA,NA,NA,1,13.57064856
2550597,Seth Roberts,BAL,WR,NA,NA,8,6.390653409,66.90474487,24.12782976,1.705695521,11,60.51409147,364.4,141.5,19.3,6.035074248,NA,NA,16,40.03017907,-83.0483036,-98.21761811,-72.33954923,392,115,2.501886192,-5.190518975,-6.138601132,-4.521221827,NA,NA,NA,1,40.03017907
2495187,Lance Kendricks,NE,TE,31,8,10,0,21.73507633,11.49813748,0.493720831,10,21.73507633,NA,61.5,15.5,6.676667211,NA,NA,16,12.86356405,-83.15008713,-81.898,-94.13926865,393,88,0.803972753,-5.196880446,-5.118625,-5.88370429,NA,NA,NA,1,12.86356405
2557885,Jordan Leggett,TB,TE,24,2,7,0,21.1165903,13.7293439,0.349606988,10,21.1165903,415.5,73.9,12,5.588688991,NA,NA,16,12.39808702,-83.61556417,-81.898,-94.75775468,394,89,0.774880439,-5.22597276,-5.118625,-5.922359667,NA,NA,NA,1,12.39808702
2552401,MyCole Pruitt,TEN,TE,27,4,11,0,22.53307558,13.7218257,0.590760696,10,22.53307558,NA,99.4,7,4.03443439,NA,NA,16,12.34159943,-83.67205176,-81.898,-93.3412694,395,90,0.771349964,-5.229503235,-5.118625,-5.833829337,NA,NA,NA,1,12.34159943
2558049,Michael Roberts,FA,TE,25,2,NA,0,24.54574242,12.26149877,0.278564472,10,24.54574242,NA,76.8,18.8,7.702475248,NA,NA,16,11.75536064,-84.25829055,-81.898,-91.32860256,396,91,0.73471004,-5.266143159,-5.118625,-5.70803766,NA,NA,NA,1,11.75536064
2553744,Eric Tomlinson,NYJ,TE,NA,NA,4,0,19.89532318,8.445572953,0.56442106,10,19.89532318,400.7,85.8,21.2,8.448517457,NA,NA,16,11.74631682,-84.26733436,-81.898,-95.9790218,397,92,0.734144801,-5.266708398,-5.118625,-5.998688863,NA,NA,NA,1,11.74631682
2556396,Chester Rogers,IND,WR,25,3,6,17.2,51.53643404,13.31943975,0.124754448,11,34.33643404,332.1,123,15.3,5.108900692,NA,NA,16,38.37092042,-84.70756225,-87.40827152,-87.70786006,398,116,2.398182526,-5.294222641,-5.46301697,-5.481741254,NA,NA,NA,1,38.37092042
2507828,Logan Paulsen,ATL,TE,32,9,9,0,18.63122787,7.174413275,0.056048422,10,18.63122787,421,84.1,15.6,6.707752303,NA,NA,16,11.20727551,-84.80637568,-81.898,-97.24311711,400,93,0.700454719,-5.30039848,-5.118625,-6.077694819,NA,NA,NA,1,11.20727551
2552478,Blake Bell,KC,TE,28,4,12,0,18.68811435,8.417420608,0.066647012,10,18.68811435,374.3,59.4,7.8,4.283115126,NA,NA,16,11.15651602,-84.85713517,-81.898,-97.18623063,401,94,0.697282251,-5.303570948,-5.118625,-6.074139415,NA,NA,NA,1,11.15651602
2558985,Tim Patrick,DEN,WR,26,2,10,18.62392045,49.52834961,13.28823488,0.775996508,11,30.90442916,321,119,13.2,4.622659574,NA,NA,16,38.21428527,-84.8641974,-85.98435107,-89.71594449,402,118,2.388392829,-5.304012338,-5.374021942,-5.607246531,NA,NA,NA,1,38.21428527
2534241,Derek Carrier,OAK,TE,29,7,6,0,17.06383721,8.408447791,0.154200249,10,17.06383721,421,89.3,10.4,5.091327518,NA,NA,16,11.14593815,-84.86771303,-81.898,-98.81050777,403,95,0.696621135,-5.304232064,-5.118625,-6.175656736,NA,NA,NA,1,11.14593815
2550405,Erik Swoope,FA,TE,27,5,NA,0,22.77455758,14.28869108,0.248709528,10,22.77455758,NA,NA,NA,NA,NA,NA,16,11.03379985,-84.97985133,-81.898,-93.09978741,404,96,0.689612491,-5.311240708,-5.118625,-5.818736713,NA,NA,NA,1,11.03379985
2556365,Seth DeValve,CLE,TE,26,3,7,-0.457983193,21.12406758,9.115782604,0.450029212,10,21.58205077,421.5,81.3,15.1,6.552326843,NA,NA,16,10.94967595,-85.06397523,-82.35598319,-94.7502774,405,97,0.684354747,-5.316498452,-5.14724895,-5.921892338,NA,NA,NA,1,10.94967595
2550313,Richard Rodgers,PHI,TE,27,5,10,1.24,21.24077042,9.365291308,0.325989262,10,20.00077042,438,107,16.1,6.863177764,NA,NA,16,10.6205047,-85.39314649,-80.658,-94.63357456,406,98,0.663781544,-5.337071655,-5.041125,-5.91459841,NA,NA,NA,1,10.6205047
2558202,Trent Taylor,SF,WR,25,2,4,8.261,57.3519573,25.22407851,0.21981239,11,49.0909573,295.8,113.4,20.9,6.405543671,NA,NA,16,37.53142395,-85.54705873,-96.34727152,-81.89233681,407,119,2.345713997,-5.34669117,-6.02170447,-5.11827105,NA,NA,NA,1,37.53142395
2561027,Tyler Conklin,MIN,TE,NA,1,12,0,24.64591348,10.99906232,0.274133293,10,24.64591348,420,85.7,10.2,5.029157334,NA,NA,16,10.37878879,-85.6348624,-81.898,-91.2284315,408,99,0.648674299,-5.3521789,-5.118625,-5.701776969,NA,NA,NA,1,10.37878879
2541966,Jaron Brown,SEA,WR,29,6,11,13.276,72.15676381,33.76749594,0.087580441,11,58.88076381,328.2,116.8,17,5.502524453,NA,NA,16,37.34515357,-85.7333291,-91.33227152,-67.0875303,409,120,2.334072098,-5.358333069,-5.70826697,-4.192970643,NA,NA,NA,1,37.34515357
2562691,Isaac Nauta,DET,TE,49,0,5,0,16.60680233,9.694734521,0.288549919,10,16.60680233,NA,92.6,26.2,10.00277206,NA,NA,16,10.21024209,-85.8034091,-81.898,-99.26754266,411,100,0.63814013,-5.362713069,-5.118625,-6.204221416,NA,NA,NA,1,10.21024209
2532978,Jarius Wright,CAR,WR,30,7,7,27.97926705,46.6785573,9.494327055,2.66081824,11,18.69929026,343.8,126.2,8.3,3.488096967,NA,NA,16,37.23707673,-85.84140594,-76.62900448,-92.5657368,412,122,2.327317296,-5.365087871,-4.78931278,-5.78535855,NA,NA,NA,1,37.23707673
2562307,Alize Mack,NO,TE,49,0,9,0,16.19488372,9.291340327,0.156404452,10,16.19488372,NA,89,18.1,7.484879604,NA,NA,16,9.999068901,-86.01458228,-81.898,-99.67946126,413,101,0.624941806,-5.375911393,-5.118625,-6.229966329,NA,NA,NA,1,9.999068901
2558956,Jacob Hollister,SEA,TE,26,2,11,0,17.68246646,10.49426265,0.309693284,10,17.68246646,329.5,64.7,17.7,7.360539236,NA,NA,12.014,9.844315433,-86.16933575,-81.898,-98.19187852,414,102,0.819403648,-5.181449551,-5.118625,-5.770324815,NA,NA,NA,1,9.844315433
2543767,Logan Thomas,DET,TE,28,5,5,0,18.95913576,9.725307239,0.737575007,10,18.95913576,409,92.5,11.7,5.495433715,NA,NA,16,9.841013466,-86.17263772,-81.898,-96.91520922,415,103,0.615063342,-5.385789857,-5.118625,-6.057200576,NA,NA,NA,1,9.841013466
2562654,Zach Gentry,PIT,TE,49,0,7,0.45,18.56778591,8.625299804,0.254891612,10,18.11778591,420.3,90.8,15.4,6.645582119,NA,NA,16,9.228230831,-86.78542035,-81.448,-97.30655907,416,104,0.576764427,-5.424088772,-5.0905,-6.081659942,NA,NA,NA,1,9.228230831
